Kanji	Reading	Romaji	Type	Uncommon?	Variation of
仏	ほとけ	hotoke	Kun		
物	ブツ	BUTSU	On		
物	モツ	MOTSU	On		
物	もの	mono	Kun		
粉	フン	FUN	On		
粉	こ	ko	Kun		
粉	こな	kona	Kun		
紛	フン	FUN	On		
紛	まぎ.れる	magi.reru	Kun		
紛	まぎ.らす	magi.rasu	Kun		
紛	まぎ.らわす	magi.rawasu	Kun		
紛	まぎ.らわしい	magi.rawashii	Kun		
雰	フン	FUN	On		
噴	フン	FUN	On		
噴	ふ.く	fu.ku	Kun		
墳	フン	FUN	On		
憤	フン	FUN	On		
憤	いきどお.る	ikidoo.ru	Kun		
奮	フン	FUN	On		
奮	ふる.う	furu.u	Kun		
分	ブン	BUN	On		
分	フン	FUN	On		
分	ブ	BU	On		
分	わ.ける	wa.keru	Kun		
分	わ.かれる	wa.kareru	Kun		
分	わ.かる	wa.karu	Kun		
分	わ.かつ	wa.katsu	Kun		
文	ブン	BUN	On		
文	モン	MON	On		
文	ふみ	fumi	Kun		
聞	ブン	BUN	On		
聞	モン	MON	On		
聞	き.く	ki.ku	Kun		
聞	き.こえる	ki.koeru	Kun		
丙	ヘイ	HEI	On		
平	ヘイ	HEI	On		
平	ビョウ	BYOU	On		
平	たい.ら	tai.ra	Kun		
平	ひら	hira	Kun		
兵	ヘイ	HEI	On		
兵	ヒョウ	HYOU	On		
併	ヘイ	HEI	On		
併	あわ.せる	awa.seru	Kun		
並	ヘイ	HEI	On		
並	な.み	na.mi	Kun		
並	なら.べる	nara.beru	Kun		
並	なら.ぶ	nara.bu	Kun		
並	なら.びに	nara.bini	Kun		
柄	ヘイ	HEI	On		
柄	がら	gara	Kun		
柄	え	e	Kun		
陛	ヘイ	HEI	On		
閉	ヘイ	HEI	On		
閉	と.じる	to.jiru	Kun		
閉	と.ざす	to.zasu	Kun		
閉	し.める	shi.meru	Kun		
閉	し.まる	shi.maru	Kun		
塀	ヘイ	HEI	On		
幣	ヘイ	HEI	On		
弊	ヘイ	HEI	On		
蔽	ヘイ	HEI	On		
餅	ヘイ	HEI	On		
餅	もち	mochi	Kun		
米	ベイ	BEI	On		
米	マイ	MAI	On		
米	こめ	kome	Kun		
壁	ヘキ	HEKI	On		
壁	かべ	kabe	Kun		
璧	ヘキ	HEKI	On		
癖	ヘキ	HEKI	On		
癖	くせ	kuse	Kun		
別	ベツ	BETSU	On		
別	わか.れる	waka.reru	Kun		
蔑	ベツ	BETSU	On		
蔑	さげす.む	sagesu.mu	Kun		
片	ヘン	HEN	On		
片	かた	kata	Kun		
辺	ヘン	HEN	On		
辺	あた.り	ata.ri	Kun		
辺	べ	be	Kun		
返	ヘン	HEN	On		
返	かえ.す	kae.su	Kun		
返	かえ.る	kae.ru	Kun		
変	ヘン	HEN	On		
変	か.わる	ka.waru	Kun		
変	か.える	ka.eru	Kun		
偏	ヘン	HEN	On		
偏	かたよ.る	katayo.ru	Kun		
遍	ヘン	HEN	On		
編	ヘン	HEN	On		
編	あ.む	a.mu	Kun		
弁	ベン	BEN	On		
便	ベン	BEN	On		
便	ビン	BIN	On		
便	たよ.り	tayo.ri	Kun		
勉	ベン	BEN	On		
歩	ホ	HO	On		
歩	ブ	BU	On		
歩	フ	FU	On	Y	
歩	ある.く	aru.ku	Kun		
歩	あゆ.む	ayu.mu	Kun		
保	ホ	HO	On		
保	たも.つ	tamo.tsu	Kun		
哺	ホ	HO	On		
捕	ホ	HO	On		
捕	と.らえる	to.raeru	Kun		
捕	と.らわれる	to.rawareru	Kun		
捕	と.る	to.ru	Kun		
捕	つか.まえる	tsuka.maeru	Kun		
捕	つか.まる	tsuka.maru	Kun		
補	ホ	HO	On		
補	おぎな.う	ogina.u	Kun		
舗	ホ	HO	On		
母	ボ	BO	On		
母	はは	haha	Kun		
募	ボ	BO	On		
募	つの.る	tsuno.ru	Kun		
墓	ボ	BO	On		
墓	はか	haka	Kun		
慕	ボ	BO	On		
慕	した.う	shita.u	Kun		
暮	ボ	BO	On		
暮	く.れる	ku.reru	Kun		
暮	く.らす	ku.rasu	Kun		
簿	ボ	BO	On		
方	ホウ	HOU	On		
方	かた	kata	Kun		
包	ホウ	HOU	On		
包	つつ.む	tsutsu.mu	Kun		
芳	ホウ	HOU	On		
芳	かんば.しい	kanba.shii	Kun		
邦	ホウ	HOU	On		
奉	ホウ	HOU	On		
奉	ブ	BU	On	Y	
奉	たてまつ.る	tatematsu.ru	Kun		
宝	ホウ	HOU	On		
宝	たから	takara	Kun		
抱	ホウ	HOU	On		
抱	だ.く	da.ku	Kun		
抱	いだ.く	ida.ku	Kun		
抱	かか.える	kaka.eru	Kun		
放	ホウ	HOU	On		
放	はな.す	hana.su	Kun		
放	はな.つ	hana.tsu	Kun		
放	はな.れる	hana.reru	Kun		
放	ほう.る	hou.ru	Kun		
法	ホウ	HOU	On		
法	ハッ	HAXTSU	On	Y	
法	ホッ	HOXTSU	On	Y	
泡	ホウ	HOU	On		
泡	あわ	awa	Kun		
胞	ホウ	HOU	On		
俸	ホウ	HOU	On		
倣	ホウ	HOU	On		
倣	なら.う	nara.u	Kun		
峰	ホウ	HOU	On		
峰	みね	mine	Kun		
砲	ホウ	HOU	On		
崩	ホウ	HOU	On		
崩	くず.れる	kuzu.reru	Kun		
崩	くず.す	kuzu.su	Kun		
訪	ホウ	HOU	On		
訪	おとず.れる	otozu.reru	Kun		
訪	たず.ねる	tazu.neru	Kun		
報	ホウ	HOU	On		
報	むく.いる	muku.iru	Kun		
蜂	ホウ	HOU	On		
蜂	はち	hachi	Kun		
豊	ホウ	HOU	On		
豊	ゆた.か	yuta.ka	Kun		
飽	ホウ	HOU	On		
飽	あ.きる	a.kiru	Kun		
飽	あ.かす	a.kasu	Kun		
褒	ホウ	HOU	On		
褒	ほ.める	ho.meru	Kun		
縫	ホウ	HOU	On		
縫	ぬ.う	nu.u	Kun		
亡	ボウ	BOU	On		
亡	モウ	MOU	On	Y	
亡	な.い	na.i	Kun		
乏	ボウ	BOU	On		
乏	とぼ.しい	tobo.shii	Kun		
忙	ボウ	BOU	On		
忙	いそが.しい	isoga.shii	Kun		
坊	ボウ	BOU	On		
坊	ボッ	BOXTSU	On	Y	
妨	ボウ	BOU	On		
妨	さまた.げる	samata.geru	Kun		
忘	ボウ	BOU	On		
忘	わす.れる	wasu.reru	Kun		
防	ボウ	BOU	On		
防	ふせ.ぐ	fuse.gu	Kun		
房	ボウ	BOU	On		
房	ふさ	fusa	Kun		
肪	ボウ	BOU	On		
某	ボウ	BOU	On		
冒	ボウ	BOU	On		
冒	おか.す	oka.su	Kun		
剖	ボウ	BOU	On		
紡	ボウ	BOU	On		
紡	つむ.ぐ	tsumu.gu	Kun		
望	ボウ	BOU	On		
望	モウ	MOU	On		
望	のぞ.む	nozo.mu	Kun		
傍	ボウ	BOU	On		
傍	かたわ.ら	katawa.ra	Kun		
帽	ボウ	BOU	On		
棒	ボウ	BOU	On		
貿	ボウ	BOU	On		
貌	ボウ	BOU	On		
暴	ボウ	BOU	On		
暴	バク	BAKU	On	Y	
暴	あば.く	aba.ku	Kun		
暴	あば.れる	aba.reru	Kun		
膨	ボウ	BOU	On		
膨	ふく.らむ	fuku.ramu	Kun		
膨	ふく.れる	fuku.reru	Kun		
謀	ボウ	BOU	On		
謀	ム	MU	On	Y	
謀	はか.る	haka.ru	Kun		
頬	ほお	hoo	Kun		
北	ホク	HOKU	On		
北	きた	kita	Kun		
木	ボク	BOKU	On		
木	モク	MOKU	On		
木	き	ki	Kun		
木	こ	ko	Kun	Y	
朴	ボク	BOKU	On		
牧	ボク	BOKU	On		
牧	まき	maki	Kun		
睦	ボク	BOKU	On		
僕	ボク	BOKU	On		
墨	ボク	BOKU	On		
墨	すみ	sumi	Kun		
撲	ボク	BOKU	On		
没	ボツ	BOTSU	On		
勃	ボツ	BOTSU	On		
堀	ほり	hori	Kun		
本	ホン	HON	On		
本	もと	moto	Kun		
奔	ホン	HON	On		
翻	ホン	HON	On		
翻	ひるがえ.る	hirugae.ru	Kun		
翻	ひるがえ.す	hirugae.su	Kun		
凡	ボン	BON	On		
凡	ハン	HAN	On	Y	
盆	ボン	BON	On		
麻	マ	MA	On		
麻	あさ	asa	Kun		
摩	マ	MA	On		
磨	マ	MA	On		
磨	みが.く	miga.ku	Kun		
魔	マ	MA	On		
毎	マイ	MAI	On		
妹	マイ	MAI	On		
妹	いもうと	imouto	Kun		
枚	マイ	MAI	On		
昧	マイ	MAI	On		
埋	マイ	MAI	On		
埋	う.める	u.meru	Kun		
埋	う.まる	u.maru	Kun		
埋	う.もれる	u.moreru	Kun		
幕	マク	MAKU	On		
幕	バク	BAKU	On		
膜	マク	MAKU	On		
枕	まくら	makura	Kun		
又	また	mata	Kun		
末	マツ	MATSU	On		
末	バツ	BATSU	On		
末	すえ	sue	Kun		
抹	マツ	MATSU	On		
万	マン	MAN	On		
万	バン	BAN	On		
満	マン	MAN	On		
満	み.ちる	mi.chiru	Kun		
満	み.たす	mi.tasu	Kun		
慢	マン	MAN	On		
漫	マン	MAN	On		
未	ミ	MI	On		
味	ミ	MI	On		
味	あじ	aji	Kun		
味	あじ.わう	aji.wau	Kun		
魅	ミ	MI	On		
岬	みさき	misaki	Kun		
密	ミツ	MITSU	On		
蜜	ミツ	MITSU	On		
脈	ミャク	MYAKU	On		
妙	ミョウ	MYOU	On		
民	ミン	MIN	On		
民	たみ	tami	Kun		
眠	ミン	MIN	On		
眠	ねむ.る	nemu.ru	Kun		
眠	ねむ.い	nemu.i	Kun		
矛	ム	MU	On		
矛	ほこ	hoko	Kun		
務	ム	MU	On		
務	つと.める	tsuto.meru	Kun		
務	つと.まる	tsuto.maru	Kun		
無	ム	MU	On		
無	ブ	BU	On		
無	な.い	na.i	Kun		
夢	ム	MU	On		
夢	ゆめ	yume	Kun		
霧	ム	MU	On		
霧	きり	kiri	Kun		
娘	むすめ	musume	Kun		
名	メイ	MEI	On		
名	ミョウ	MYOU	On		
名	な	na	Kun		
命	メイ	MEI	On		
命	ミョウ	MYOU	On		
命	いのち	inochi	Kun		
明	メイ	MEI	On		
明	ミョウ	MYOU	On		
明	あ.かり	a.kari	Kun		
明	あか.るい	aka.rui	Kun		
明	あか.るむ	aka.rumu	Kun		
明	あか.らむ	aka.ramu	Kun		
明	あき.らか	aki.raka	Kun		
明	あ.ける	a.keru	Kun		
明	あ.く	a.ku	Kun		
明	あ.くる	a.kuru	Kun		
明	あ.かす	a.kasu	Kun		
迷	メイ	MEI	On		
迷	まよ.う	mayo.u	Kun		
冥	メイ	MEI	On		
冥	ミョウ	MYOU	On		
盟	メイ	MEI	On		
銘	メイ	MEI	On		
鳴	メイ	MEI	On		
鳴	な.く	na.ku	Kun		
鳴	な.る	na.ru	Kun		
鳴	な.らす	na.rasu	Kun		
滅	メツ	METSU	On		
滅	ほろ.びる	horo.biru	Kun		
滅	ほろ.ぼす	horo.bosu	Kun		
免	メン	MEN	On		
免	まぬか.れる	manuka.reru	Kun		
面	メン	MEN	On		
面	おも	omo	Kun		
面	おもて	omote	Kun		
面	つら	tsura	Kun		
綿	メン	MEN	On		
綿	わた	wata	Kun		
麺	メン	MEN	On		
茂	モ	MO	On		
茂	しげ.る	shige.ru	Kun		
模	モ	MO	On		
模	ボ	BO	On		
毛	モウ	MOU	On		
毛	け	ke	Kun		
妄	モウ	MOU	On		
妄	ボウ	BOU	On		
盲	モウ	MOU	On		
耗	モウ	MOU	On		
耗	コウ	KOU	On	Y	
猛	モウ	MOU	On		
網	モウ	MOU	On		
網	あみ	ami	Kun		
目	モク	MOKU	On		
目	ボク	BOKU	On	Y	
目	め	me	Kun		
目	ま	ma	Kun	Y	
黙	モク	MOKU	On		
黙	だま.る	dama.ru	Kun		
門	モン	MON	On		
門	かど	kado	Kun		
紋	モン	MON	On		
問	モン	MON	On		
問	と.う	to.u	Kun		
問	と.い	to.i	Kun		
問	とん	ton	Kun	Y	
冶	ヤ	YA	On		
夜	ヤ	YA	On		
夜	よ	yo	Kun		
夜	よる	yoru	Kun		
野	ヤ	YA	On		
野	の	no	Kun		
弥	や	ya	Kun		
厄	ヤク	YAKU	On		
役	ヤク	YAKU	On		
役	エキ	EKI	On		
約	ヤク	YAKU	On		
訳	ヤク	YAKU	On		
訳	わけ	wake	Kun		
薬	ヤク	YAKU	On		
薬	くすり	kusuri	Kun		
躍	ヤク	YAKU	On		
躍	おど.る	odo.ru	Kun		
闇	やみ	yami	Kun		
由	ユ	YU	On		
由	ユウ	YUU	On		
由	ユイ	YUI	On	Y	
由	よし	yoshi	Kun		
油	ユ	YU	On		
油	あぶら	abura	Kun		
喩	ユ	YU	On		
愉	ユ	YU	On		
諭	ユ	YU	On		
諭	さと.す	sato.su	Kun		
輸	ユ	YU	On		
癒	ユ	YU	On		
癒	い.える	i.eru	Kun		
癒	い.やす	i.yasu	Kun		
唯	ユイ	YUI	On		
唯	イ	I	On	Y	
友	ユウ	YUU	On		
友	とも	tomo	Kun		
有	ユウ	YUU	On		
有	ウ	U	On		
有	あ.る	a.ru	Kun		
勇	ユウ	YUU	On		
勇	いさ.む	isa.mu	Kun		
幽	ユウ	YUU	On		
悠	ユウ	YUU	On		
郵	ユウ	YUU	On		
湧	ユウ	YUU	On		
湧	わ.く	wa.ku	Kun		
猶	ユウ	YUU	On		
裕	ユウ	YUU	On		
遊	ユウ	YUU	On		
遊	ユ	YU	On	Y	
遊	あそ.ぶ	aso.bu	Kun		
雄	ユウ	YUU	On		
雄	お	o	Kun		
雄	おす	osu	Kun		
誘	ユウ	YUU	On		
誘	さそ.う	saso.u	Kun		
憂	ユウ	YUU	On		
憂	うれ.える	ure.eru	Kun		
憂	うれ.い	ure.i	Kun		
憂	う.い	u.i	Kun		
融	ユウ	YUU	On		
優	ユウ	YUU	On		
優	やさ.しい	yasa.shii	Kun		
優	すぐ.れる	sugu.reru	Kun		
与	ヨ	YO	On		
与	あた.える	ata.eru	Kun		
予	ヨ	YO	On		
余	ヨ	YO	On		
余	あま.る	ama.ru	Kun		
余	あま.す	ama.su	Kun		
誉	ヨ	YO	On		
誉	ほま.れ	homa.re	Kun		
預	ヨ	YO	On		
預	あず.ける	azu.keru	Kun		
預	あず.かる	azu.karu	Kun		
幼	ヨウ	YOU	On		
幼	おさな.い	osana.i	Kun		
用	ヨウ	YOU	On		
用	もち.いる	mochi.iru	Kun		
羊	ヨウ	YOU	On		
羊	ひつじ	hitsuji	Kun		
妖	ヨウ	YOU	On		
妖	あや.しい	aya.shii	Kun		
洋	ヨウ	YOU	On		
要	ヨウ	YOU	On		
要	かなめ	kaname	Kun		
要	い.る	i.ru	Kun		
容	ヨウ	YOU	On		
庸	ヨウ	YOU	On		
揚	ヨウ	YOU	On		
揚	あ.げる	a.geru	Kun		
揚	あ.がる	a.garu	Kun		
揺	ヨウ	YOU	On		
揺	ゆ.れる	yu.reru	Kun		
揺	ゆ.る	yu.ru	Kun		
揺	ゆ.らぐ	yu.ragu	Kun		
揺	ゆ.るぐ	yu.rugu	Kun		
揺	ゆ.する	yu.suru	Kun		
揺	ゆ.さぶる	yu.saburu	Kun		
揺	ゆ.すぶる	yu.suburu	Kun		
葉	ヨウ	YOU	On		
葉	は	ha	Kun		
陽	ヨウ	YOU	On		
溶	ヨウ	YOU	On		
溶	と.ける	to.keru	Kun		
溶	と.かす	to.kasu	Kun		
溶	と.く	to.ku	Kun		
腰	ヨウ	YOU	On		
腰	こし	koshi	Kun		
様	ヨウ	YOU	On		
様	さま	sama	Kun		
瘍	ヨウ	YOU	On		
踊	ヨウ	YOU	On		
踊	おど.る	odo.ru	Kun		
踊	おど.り	odo.ri	Kun		
窯	ヨウ	YOU	On		
窯	かま	kama	Kun		
養	ヨウ	YOU	On		
養	やしな.う	yashina.u	Kun		
擁	ヨウ	YOU	On		
謡	ヨウ	YOU	On		
謡	うたい	utai	Kun		
謡	うた.う	uta.u	Kun		
曜	ヨウ	YOU	On		
抑	ヨク	YOKU	On		
抑	おさ.える	osa.eru	Kun		
沃	ヨク	YOKU	On		
浴	ヨク	YOKU	On		
浴	あ.びる	a.biru	Kun		
浴	あ.びせる	a.biseru	Kun		
欲	ヨク	YOKU	On		
欲	ほっ.する	hoxtsu.suru	Kun		
欲	ほ.しい	ho.shii	Kun		
翌	ヨク	YOKU	On		
翼	ヨク	YOKU	On		
翼	つばさ	tsubasa	Kun		
拉	ラ	RA	On		
裸	ラ	RA	On		
裸	はだか	hadaka	Kun		
羅	ラ	RA	On		
来	ライ	RAI	On		
来	く.る	ku.ru	Kun		
来	きた.る	kita.ru	Kun		
来	きた.す	kita.su	Kun		
雷	ライ	RAI	On		
雷	かみなり	kaminari	Kun		
頼	ライ	RAI	On		
頼	たの.む	tano.mu	Kun		
頼	たの.もしい	tano.moshii	Kun		
頼	たよ.る	tayo.ru	Kun		
絡	ラク	RAKU	On		
絡	から.む	kara.mu	Kun		
絡	から.まる	kara.maru	Kun		
絡	から.める	kara.meru	Kun		
落	ラク	RAKU	On		
落	お.ちる	o.chiru	Kun		
落	お.とす	o.tosu	Kun		
酪	ラク	RAKU	On		
辣	ラツ	RATSU	On		
乱	ラン	RAN	On		
乱	みだ.れる	mida.reru	Kun		
乱	みだ.す	mida.su	Kun		
卵	ラン	RAN	On		
卵	たまご	tamago	Kun		
覧	ラン	RAN	On		
濫	ラン	RAN	On		
藍	ラン	RAN	On		
藍	あい	ai	Kun		
欄	ラン	RAN	On		
吏	リ	RI	On		
利	リ	RI	On		
利	き.く	ki.ku	Kun		
里	リ	RI	On		
里	さと	sato	Kun		
理	リ	RI	On		
痢	リ	RI	On		
裏	リ	RI	On		
裏	うら	ura	Kun		
履	リ	RI	On		
履	は.く	ha.ku	Kun		
璃	リ	RI	On		
離	リ	RI	On		
離	はな.れる	hana.reru	Kun		
離	はな.す	hana.su	Kun		
陸	リク	RIKU	On		
立	リツ	RITSU	On		
立	リュウ	RYUU	On	Y	
立	た.つ	ta.tsu	Kun		
立	た.てる	ta.teru	Kun		
律	リツ	RITSU	On		
律	リチ	RICHI	On	Y	
慄	リツ	RITSU	On		
略	リャク	RYAKU	On		
柳	リュウ	RYUU	On		
柳	やなぎ	yanagi	Kun		
流	リュウ	RYUU	On		
流	ル	RU	On	Y	
流	なが.れる	naga.reru	Kun		
流	なが.す	naga.su	Kun		
留	リュウ	RYUU	On		
留	ル	RU	On	Y	
留	と.める	to.meru	Kun		
留	と.まる	to.maru	Kun		
竜	リュウ	RYUU	On		
竜	たつ	tatsu	Kun		
粒	リュウ	RYUU	On		
粒	つぶ	tsubu	Kun		
隆	リュウ	RYUU	On		
硫	リュウ	RYUU	On		
侶	リョ	RYO	On		
旅	リョ	RYO	On		
旅	たび	tabi	Kun		
虜	リョ	RYO	On		
慮	リョ	RYO	On		
了	リョウ	RYOU	On		
両	リョウ	RYOU	On		
良	リョウ	RYOU	On		
良	よ.い	yo.i	Kun		
料	リョウ	RYOU	On		
涼	リョウ	RYOU	On		
涼	すず.しい	suzu.shii	Kun		
涼	すず.む	suzu.mu	Kun		
猟	リョウ	RYOU	On		
陵	リョウ	RYOU	On		
陵	みささぎ	misasagi	Kun		
量	リョウ	RYOU	On		
量	はか.る	haka.ru	Kun		
僚	リョウ	RYOU	On		
領	リョウ	RYOU	On		
寮	リョウ	RYOU	On		
療	リョウ	RYOU	On		
瞭	リョウ	RYOU	On		
糧	リョウ	RYOU	On		
糧	ロウ	ROU	On	Y	
糧	かて	kate	Kun		
力	リョク	RYOKU	On		
力	リキ	RIKI	On		
力	ちから	chikara	Kun		
緑	リョク	RYOKU	On		
緑	ロク	ROKU	On	Y	
緑	みどり	midori	Kun		
林	リン	RIN	On		
林	はやし	hayashi	Kun		
厘	リン	RIN	On		
倫	リン	RIN	On		
輪	リン	RIN	On		
輪	わ	wa	Kun		
隣	リン	RIN	On		
隣	とな.る	tona.ru	Kun		
隣	となり	tonari	Kun		
臨	リン	RIN	On		
臨	のぞ.む	nozo.mu	Kun		
瑠	ル	RU	On		
涙	ルイ	RUI	On		
涙	なみだ	namida	Kun		
累	ルイ	RUI	On		
塁	ルイ	RUI	On		
類	ルイ	RUI	On		
類	たぐ.い	tagu.i	Kun		
令	レイ	REI	On		
礼	レイ	REI	On		
礼	ライ	RAI	On		
冷	レイ	REI	On		
冷	つめ.たい	tsume.tai	Kun		
冷	ひ.える	hi.eru	Kun		
冷	ひ.や	hi.ya	Kun		
冷	ひ.やす	hi.yasu	Kun		
冷	ひ.やかす	hi.yakasu	Kun		
冷	さ.める	sa.meru	Kun		
冷	さ.ます	sa.masu	Kun		
励	レイ	REI	On		
励	はげ.む	hage.mu	Kun		
励	はげ.ます	hage.masu	Kun		
戻	レイ	REI	On		
戻	もど.す	modo.su	Kun		
戻	もど.る	modo.ru	Kun		
例	レイ	REI	On		
例	たと.える	tato.eru	Kun		
鈴	レイ	REI	On		
鈴	リン	RIN	On		
鈴	すず	suzu	Kun		
零	レイ	REI	On		
霊	レイ	REI	On		
霊	リョウ	RYOU	On		
霊	たま	tama	Kun		
隷	レイ	REI	On		
齢	レイ	REI	On		
麗	レイ	REI	On		
麗	うるわ.しい	uruwa.shii	Kun		
暦	レキ	REKI	On		
暦	こよみ	koyomi	Kun		
歴	レキ	REKI	On		
列	レツ	RETSU	On		
劣	レツ	RETSU	On		
劣	おと.る	oto.ru	Kun		
烈	レツ	RETSU	On		
裂	レツ	RETSU	On		
裂	さ.く	sa.ku	Kun		
裂	さ.ける	sa.keru	Kun		
恋	レン	REN	On		
恋	こ.う	ko.u	Kun		
恋	こい	koi	Kun		
恋	こい.しい	koi.shii	Kun		
連	レン	REN	On		
連	つら.なる	tsura.naru	Kun		
連	つら.ねる	tsura.neru	Kun		
連	つ.れる	tsu.reru	Kun		
廉	レン	REN	On		
練	レン	REN	On		
練	ね.る	ne.ru	Kun		
錬	レン	REN	On		
呂	ロ	RO	On		
炉	ロ	RO	On		
賂	ロ	RO	On		
路	ロ	RO	On		
路	じ	ji	Kun		
露	ロ	RO	On		
露	ロウ	ROU	On	Y	
露	つゆ	tsuyu	Kun		
老	ロウ	ROU	On		
老	お.いる	o.iru	Kun		
老	ふ.ける	fu.keru	Kun		
労	ロウ	ROU	On		
弄	ロウ	ROU	On		
弄	もてあそ.ぶ	moteaso.bu	Kun		
郎	ロウ	ROU	On		
朗	ロウ	ROU	On		
朗	ほが.らか	hoga.raka	Kun		
浪	ロウ	ROU	On		
廊	ロウ	ROU	On		
楼	ロウ	ROU	On		
漏	ロウ	ROU	On		
漏	も.る	mo.ru	Kun		
漏	も.れる	mo.reru	Kun		
漏	も.らす	mo.rasu	Kun		
籠	ロウ	ROU	On		
籠	かご	kago	Kun		
籠	こ.もる	ko.moru	Kun		
六	ロク	ROKU	On		
六	む	mu	Kun		
六	む.つ	mu.tsu	Kun		
六	むっ.つ	muxtsu.tsu	Kun		
六	むい	mui	Kun	Y	
録	ロク	ROKU	On		
麓	ロク	ROKU	On		
麓	ふもと	fumoto	Kun		
論	ロン	RON	On		
和	ワ	WA	On		
和	オ	O	On	Y	
和	やわ.らぐ	yawa.ragu	Kun		
和	やわ.らげる	yawa.rageru	Kun		
和	なご.む	nago.mu	Kun		
和	なご.やか	nago.yaka	Kun		
話	ワ	WA	On		
話	はな.す	hana.su	Kun		
話	はなし	hanashi	Kun		
賄	ワイ	WAI	On		
賄	まかな.う	makana.u	Kun		
脇	わき	waki	Kun		
惑	ワク	WAKU	On		
惑	まど.う	mado.u	Kun		
枠	わく	waku	Kun		
湾	ワン	WAN	On		
腕	ワン	WAN	On		
腕	うで	ude	Kun		
